餐廳名稱,城市
麒麟潭湖濱簡餐,南投縣
中國城餐廳茶藝民宿,南投縣
鹿鼎莊,南投縣
二坪枝仔冰,南投縣
世傳魷魚羹,南投縣
香蕉蛋捲,南投縣
福城甕缸雞,南投縣
一億香蕉冰淇淋,南投縣
憂鬱黃金船（集集香蕉酥）,南投縣
陽光的事人文休閒館,南投縣
國道六號黑皮臭豆腐,南投縣
鬍子叔叔義麵工坊埔里店,南投縣
省福王品桂花酸梅湯,南投縣
阿滿姨庄腳菜,南投縣
萊德堡烘培屋,南投縣
集集火車頭原味廚房,南投縣
集集火車票餅,南投縣
銀杏森林,南投縣
大埔鐵板燒,南投縣
有田日本料理,南投縣
金都餐廳,南投縣
孟宗山莊中餐廳,南投縣
清境休閒龍莊,南投縣
望溪樓素食餐廳,南投縣
肉圓李百年老店,南投縣
萬壽肉圓,南投縣
草屯芙玉日式鮮奶豆腐冰坊,南投縣
木茶房餐廳,南投縣
永光堂大補蛋,南投縣
家會香食品(股)公司-台灣麻糬主題館,南投縣
竹山古早味碗粿嫂仔,南投縣
阿輝伯碳烤番薯,南投縣
阿桃捲仔粿,南投縣
竹山魷魚擔,南投縣
蜂蜜青草茶,南投縣
北港香菇肉羹,南投縣
佳香煎餃,南投縣
廟口米糕,南投縣
花珍饌婚宴景觀餐廳,南投縣
森田創意料理,南投縣
石頭日式炭火燒肉,南投縣
川前屋,南投縣
小春日本料理,南投縣
異人館草屯店,南投縣
經典簡餐店(草屯),南投縣
鮮友火鍋,南投縣
雪山韓式料理(草屯店),南投縣
鼎唐風,南投縣
鍋神日式涮涮鍋(草屯店),南投縣
大漢茶語,南投縣
雙冬好味土雞城,南投縣
樂涼園藝餐廳,南投縣
台一楓樺卉館-南芳花園宴會廳,南投縣
天水蓮大飯店水上餐廳,南投縣
TASTY西堤草屯碧山店,南投縣
人本自然七彩神仙魚餐廳,南投縣
成都生活美食館,南投縣
天泉溫泉會館,南投縣
立德溪頭飯店,南投縣
妖怪村－青山食堂,南投縣
溪頭翠谷餐廳,南投縣
花漾千禧海鮮婚宴會館,南投縣
春水岸,南投縣
陶板屋-和風創作料理,南投縣
茶二指-茶業故事館,南投縣
福得美食廣場(竹山紫南宮旁),南投縣
「借問站」全家便利商店-名間金交流店,南投縣
口福小吃部．傳承三十年的熱炒老店,南投縣
吉祥樓餐廳,南投縣
可妮小屋,南投縣
米田貢觀光烘焙園區,南投縣
老地方客家餐廳,南投縣
肉燥福,南投縣
橋頭肉圓,南投縣
久味麻糬本舖,南投縣
台灣小吃,南投縣
水里羊肉王餐廳,南投縣
八張牛肉麵,南投縣
隨意食堂,南投縣
竹山霸王鵝家莊,南投縣
鹿谷阿三全筍餐館,南投縣
塔洛灣,南投縣
金捷發煎盤粿,雲林縣
上等冰,雲林縣
魯香香黃?樂排專賣店,雲林縣
洪董魯味,雲林縣
北港羊肉百年老店,雲林縣
凹凸咖啡館,雲林縣
Rich Café 濃咖啡,雲林縣
仙地庭園咖啡,雲林縣
D2惡魔蛋糕虎尾店,雲林縣
神仙酸梅湯,雲林縣
蜜茶站,雲林縣
豬條a桶仔鵝,雲林縣
斗南勁味蚵仔麵線,雲林縣
羊肉榮小吃,雲林縣
日日興現宰羊肉爐,雲林縣
米多力休閒農莊,雲林縣
阿世香菇肉羹,雲林縣
阿展米糕,雲林縣
蓮花園複合式蔬食館,雲林縣
鄉情日本料理,雲林縣
藤原壽司,雲林縣
奇香妙草蔬食館,雲林縣
壹等涼冰菒部,雲林縣
老席牛肉麵,雲林縣
阿火肉圓,雲林縣
曾記屋,雲林縣
林內排骨大王,雲林縣
林內豬腳大王,雲林縣
老吳咖啡莊園,雲林縣
江龍食堂,雲林縣
一郎土魠魚羹,雲林縣
佳益桑椹,雲林縣
重龍商行~水林養生雞湯,雲林縣
水戶精緻日式料理,雲林縣
卡璐佶咖啡館,雲林縣
斗南米糕甲,雲林縣
雲林溪美食廣場,雲林縣
82號豆花,雲林縣
長興圓仔冰,雲林縣
原農會口鴨肉羹,雲林縣
鄧肉圓斗六總店,雲林縣
怪人花枝鱔魚麵,雲林縣
好蝦冏男社,雲林縣
台鑫水產,雲林縣
玫瑰番茄園,雲林縣
海中寶食品公司,雲林縣
松屋洋風和食館,雲林縣
千巧谷烘焙工坊,雲林縣
新珍饌美食,雲林縣
大娘羹大王美食坊,雲林縣
好涼冰店,雲林縣
祥益米粉,雲林縣
土庫老店當歸鴨肉麵線,雲林縣
古早味雙糕潤,雲林縣
蛤仔輝特產中心,雲林縣
東市羊肉,雲林縣
吳記肉圓,雲林縣
豆菜麵,雲林縣
米糕,雲林縣
蕭家油蔥粿,雲林縣
涼心青草茶,雲林縣
北港土城土魠魚焿,雲林縣
廟邊假魚肚,雲林縣
田中扁食麵,雲林縣
田園秘境,雲林縣
橙色農作,雲林縣
著迷?食間,雲林縣
烹小鮮,雲林縣
禪屋米胖工坊,雲林縣
巴登咖啡專賣店,雲林縣
六羨茶食堂【雲林二崙店】,雲林縣
深海深美食,雲林縣
鍋布峒和牛鍋物,雲林縣
九久醇義麵坊,雲林縣
加運包子店,雲林縣
奶油巴士烘焙屋,雲林縣
庵古坑咖啡,雲林縣
老謝牛肉麵,雲林縣
叁記刈包,雲林縣
愛鵝樂義式餐廳,雲林縣
愛鵝樂義式手工冰淇淋,雲林縣
阿國獅魷魚羹,雲林縣
古早味老街碗粿,雲林縣
巧蕃古早味粉圓,雲林縣
永光（李）肉圓,雲林縣
樂包子,雲林縣
秣馬鯛魚燒,雲林縣
琴連碗粿城,雲林縣
西螺黃記九層粿,雲林縣
眼鏡仔麥芽酥,雲林縣
日發製飴店,雲林縣
北港華勝煎盤粿,雲林縣
斗南大腸包小腸 - 忠,雲林縣
斗南炸饅頭,雲林縣
肉燕,
謝記土庫肉包,雲林縣
高香珍餅舖,雲林縣
二崙煎包,雲林縣
殺豬豬雜湯,雲林縣
東勢厝特產鄉土味花生糖,雲林縣
正宗青草茶,
玉記蛋糕,雲林縣
正斗六炊仔飯,雲林縣
阿賜豬腳飯,雲林縣
三角大水餃,雲林縣
北港阿豐油飯麵線糊,雲林縣
老等油飯?麵線糊,雲林縣
青松餐廳,雲林縣
斗南圓環當歸鴨肉麵線,雲林縣
川龍食堂,雲林縣
圓環阿明鴨肉麵線,雲林縣
元長白鶴鴨肉羹麵,雲林縣
李福羊肉,雲林縣
阿秋鵝肉麵,雲林縣
褒忠爌肉飯·香菇肉羹,雲林縣
回鄉懷舊食堂,雲林縣
古早味小排飯,雲林縣
阿滿碎肉冬粉,雲林縣
回鄉食堂,雲林縣
蔦松客棧,雲林縣
墨池堂,雲林縣
Han's pizza - 翰斯比薩,雲林縣
See Tea 戲。茶,雲林縣
霍姆斯庫咖啡館,雲林縣
第一鰻波工坊,雲林縣
四傻餐館,雲林縣
阿海師鴨肉麵線,雲林縣
手厚商號,雲林縣
叮叮車港式早午餐,雲林縣
OPPA HOUSE 歐巴好食,雲林縣
青食餐廳,雲林縣
IKOU伊口串燒居酒屋,雲林縣
CHICO餐廚,雲林縣
Roxy's bar,雲林縣
桂林映象會館,雲林縣
Xin Chào 越南café 咖啡?美食,雲林縣
三輪仔串燒酒戶,雲林縣
雲品食坊西式複合式料理,雲林縣
木子木子。日式定食,雲林縣
Sunny Q 陽光公主,雲林縣
艾澤拉斯小酒館,雲林縣
韓國戀人 ??? ?? Korealover,雲林縣
J.Food 傑夫料理人,雲林縣
艾蕾優格&翰奇幫,雲林縣
春囍Have a nice day,雲林縣
凹凸咖啡圖南館,雲林縣
RELAX酒吧,雲林縣
Sunflower黑膠搖滾屋,雲林縣
Immense 恬恬,雲林縣
太日茶屋たいにちゃや,雲林縣
後院 houyuan,雲林縣
島的日常,雲林縣
Mishka Coffee & Antique 米嘻咖咖啡&古董傢俱,雲林縣
TIGER BEAN,雲林縣
瑪麗安東妮法國點心坊,雲林縣
北港保生堂漢方咖啡館,雲林縣
土庫巴比塩酥雞,雲林縣
Mr.KUO-I 憨漫先生手作飲品,雲林縣
舒院私宅咖啡,雲林縣
紅果精品咖啡館,雲林縣
花囍烘焙坊,雲林縣
巴蕊花生 義式冰淇淋 斗六總店,雲林縣
四代目麥芽酥,雲林縣
aTomic Kitchen同廚,雲林縣
多那之-斗六棒球場旗艦店,雲林縣
陽台花序,雲林縣
騷咖啡,雲林縣
曼舒清雅 古坑精品咖啡,雲林縣
爵客精釀啤酒,雲林縣
安文廚房,雲林縣
老宅咖啡,雲林縣
走踏咖啡棧,雲林縣
林記蔬果汁,雲林縣
虎珍堂(本舖),雲林縣
阿義廚房,雲林縣
栮苳之家,雲林縣
三指餐飲部,雲林縣
好日子咖啡 & goodnight cafe bar,雲林縣
法黑孚法式甜點店,雲林縣
豆樂咖啡,雲林縣
梔子花開雜貨舖,雲林縣
丘山角珈琲室,雲林縣
玉津咖啡土庫店,雲林縣
素緣珍,雲林縣
三房咖啡SunFunCoffee,雲林縣
大嬸的柴米油鹽廚房,雲林縣
台西玉津烘焙坊,雲林縣
善水咖啡,雲林縣
成龍捌貳－社區問路站,雲林縣
斗六釣魚台活漁海鮮餐廳,雲林縣
賣麥面麵食館,雲林縣
一品香火鍋,雲林縣
披薩老爹虎尾總店,雲林縣
源順芝麻觀光油廠門市,雲林縣
北港當歸鴨,雲林縣
北港鎮古早味臭豆腐,雲林縣
北港廟後紅龜,雲林縣
北港元氣石鍋專賣店,雲林縣
春夏秋冬健康茶飲,雲林縣
沐崧創意烘焙,雲林縣
清原西螺建興店,雲林縣
虎日 TIGERBEAN,雲林縣
小豬漫步手作廚房,雲林縣
我的店簡餐店,雲林縣
小輝俠手工愛玉,雲林縣
維野納複合式餐飲,雲林縣
華山小吃部,雲林縣
慧馨園台灣獼猴咖啡,雲林縣
莿桐花咖啡館,雲林縣
品皇咖啡雲林旗艦店,雲林縣
勝咖啡,雲林縣
KOKA 庫咖,雲林縣
啡你不可庭園咖啡,雲林縣
仙山飲食部,苗栗縣
喔岬島國 風味茶風,雲林縣
綠色大地咖啡廣場,雲林縣
山妍慕夏莊園咖啡,雲林縣
阿嬤私房菜(桃の園咖啡),雲林縣
MOKA CAFE 基因咖啡,雲林縣
嵩岳咖啡莊園,雲林縣
睦咖啡,雲林縣
AJ Cafe,雲林縣
仁隆咖啡,雲林縣
56號藍色公路咖啡,雲林縣
櫻桃果古坑咖啡莊園,雲林縣
築夢園咖啡莊園,雲林縣
阿部昭珈琲莊園,雲林縣
永舜咖啡莊園,雲林縣
東泓咖啡莊園,雲林縣
樺瑞咖啡莊園,雲林縣
古坑沐賞咖啡,雲林縣
喬咖啡農莊,雲林縣
TGC台灣咖啡莊園,雲林縣
石墩庭園咖啡,雲林縣
維野納休閒餐廳,雲林縣
山海觀珈啡莊園,雲林縣
北迴十二月精品咖啡,雲林縣
蠻香咖啡 Olentia coffee,雲林縣
布里吉咖啡,雲林縣
吾愛吾家冰果店,彰化縣
鄉棧咖啡,雲林縣
嵩岳咖啡-烘焙工作室,雲林縣
默默咖啡-虎尾總店,雲林縣
默默咖啡-斗六店,雲林縣
鴻咖啡 Repose Coffee,雲林縣
Wei 咖啡,雲林縣
新篇章咖啡 NEXT CHAPTER,雲林縣
金享咖啡,雲林縣
山穗咖啡?甜點,雲林縣
奇麗堂,雲林縣
季節咖啡,雲林縣
你好咖啡,雲林縣
山澗咖啡工坊,雲林縣
MR.KUO-I 憨漫先生 手作咖啡茶飲,雲林縣
芒果咖啡館,雲林縣
魔術帽自家烘焙咖啡,雲林縣
樂麥咖啡,雲林縣
花囍田咖啡莊園,雲林縣
原域咖啡 Dagis Café,雲林縣
玉津咖啡-雲林虎尾店,雲林縣
Abingo冰菓,雲林縣
OHEY CAF?,雲林縣
貳咖啡,雲林縣
Ramble cafe漫步藍咖啡,彰化縣
金茂利鐘錶咖啡,雲林縣
第五大道 Fifth Avenue 咖啡餐館,雲林縣
阿湯炒豆咖啡專賣店,雲林縣
諾曼咖啡,雲林縣
田馨咖啡,雲林縣
良辰 慢食·烘焙·咖啡,雲林縣
Story C.U.P 故事咖啡,雲林縣
尚豆咖啡,雲林縣
橋頭堡經典咖啡,雲林縣
曾咖Tseng Coffee,雲林縣
斗六太平老街38號咖啡店,雲林縣
映星園咖啡自家烘焙 instarland coffee,雲林縣
澄湛咖啡,雲林縣
台西901咖啡廳,雲林縣
堀仔咖啡 Ku_A coffee,雲林縣
卡璐佶咖啡館 雲科大店,雲林縣
MR.KUO-I 憨漫先生-虎尾店,雲林縣
Tseng‘s Café·曾咖,雲林縣
黑金燒麻糬,雲林縣
迷客夏-雲林土庫店,雲林縣
Danke奧地利廚房,雲林縣
Happiness咖啡館,雲林縣
M2精品咖啡館,雲林縣
小叮噹牛排,雲林縣
萬源製麵舖,雲林縣
珍和美食蟹老闆彌月鴨肉油飯鴨肉焿,雲林縣
烹小茶,雲林縣
榆禾莊園咖啡,雲林縣
生機食品行-餐廳,雲林縣
約克英國茶專門店,雲林縣
2派克脆皮雞排雲林虎尾店,雲林縣
食咖啡,雲林縣
C15拿鐵,雲林縣
鄉野庭園餐廳,嘉義縣
古早味餐廳,嘉義縣
雲瀑谷簡餐咖啡,嘉義縣
梅園樓景觀飯店餐廳,嘉義縣
菜公店土窯雞,嘉義縣
名都觀光渡假大飯店（中餐廳）,嘉義縣
泉元山莊,嘉義縣
田媽媽友茶居田園料理館,嘉義縣
茶壺餐廳,嘉義縣
青葉山莊,嘉義縣
阿漢的家(瑞里民宿瑞勝渡假村),嘉義縣
瑞里印像區,嘉義縣
幼葉林餐廳,嘉義縣
福臨咖啡,嘉義縣
粉豬肺,嘉義縣
四味小吃,嘉義縣
傳統豆花,嘉義縣
臭豆腐(正老牌臭豆腐),嘉義縣
田媽媽-古道廚娘,嘉義縣
英和碗粿店,嘉義縣
竹崎老店肉圓羊肉湯(原北斗伯肉圓),嘉義縣
外省麵,嘉義縣
德銘餅店,嘉義縣
天美珍火車餅,嘉義縣
愛玉伯ㄟ厝,嘉義縣
雲潭瀑布餐廳,嘉義縣
三華生態民宿,嘉義縣
石桌羊肉店,嘉義縣
湘泉民宿,嘉義縣
火金姑觀星園休閒民宿,嘉義縣
龍雲休閒農場,嘉義縣
竺園山莊,嘉義縣
奮起湖大飯店,嘉義縣
登山食堂,嘉義縣
阿良鐵支路便當,嘉義縣
冠雲山莊,嘉義縣
珍饌手工蛋捲,嘉義縣
阿里山賓館餐廳,嘉義縣
山之美餐廳,嘉義縣
高山青-祝山軒餐廳,嘉義縣
九九九餐廳,嘉義縣
玉山園餐廳,嘉義縣
阿里山閣大飯店餐廳,嘉義縣
新星光餐廳,嘉義縣
海龍園餐廳,嘉義縣
「修」的蚵仔小吃店（吳氏蚵卷）,嘉義縣
焜島第一家脆皮蚵嗲,嘉義縣
上好吃餐廳,嘉義縣
祥發海產餐廳,嘉義縣
東石樺榮海鮮餐廳,嘉義縣
大立餐飲部,嘉義縣
河濱餐廳,嘉義縣
玄山湖山林咖啡,嘉義縣
歐都納山野渡假村餐廳,嘉義縣
阿里山月灣餐廳,嘉義縣
綠盈牧場觀景餐廳,嘉義縣
新象園餐廳,嘉義縣
阿霞肉粽店,嘉義縣
福源肉粽,嘉義縣
台灣牛牛雜湯,嘉義縣
江家頂六老店火雞肉飯,嘉義縣
竹林樓,嘉義縣
寶島饗宴會館（寶島饗宴有限公司）,嘉義縣
林家小卷米粉,嘉義縣
大陸飲食店,嘉義縣
台灣咖啡大林店,嘉義縣
大林排骨大王,嘉義縣
小時候大餅,嘉義縣
toraja coffee(中正大學寧靜湖畔),嘉義縣
阿吉麵攤,嘉義縣
傳統碰皮麵（傳統椪皮麵）,嘉義縣
扁食啟南意麵,嘉義縣
民雄肉包,嘉義縣
松山土窯羊肉,嘉義縣
二階堂餐廳,嘉義縣
高賓餐廳(港式蘿蔔糕),嘉義縣
新興園餐廳,嘉義縣
竹下老牌涼麵,嘉義縣
永芳餅舖,嘉義縣
溪口古早味豬血湯,嘉義縣
廟口黑輪攤,嘉義縣
溪口肉圓,嘉義縣
溪口冰店,嘉義縣
明祥餅舖,嘉義縣
溪口古早味雙糕潤,嘉義縣
阿珍姐傳統美食,嘉義縣
溪口六十年老店鳥仔餅,嘉義縣
魠魚羹店,嘉義縣
阿斌師傳家肉羹,嘉義縣
財治號(新港碗粿財),嘉義縣
姐妹蒸餃,嘉義縣
阿正師粉條冰,嘉義縣
新港手工包子饅頭,嘉義縣
新港客廳 新港人招待人客的ㄟ好所在,嘉義縣
鄉味餐廳,嘉義縣
阿貓伯粉條大王,嘉義縣
板陶窯主題餐廳,嘉義縣
一見日本料理餐廳,嘉義縣
阿墨風尚料理餐廳,嘉義縣
賀采宴會餐廳,嘉義縣
大腸包香腸 六腳鄉之寶,嘉義縣
興旺餅店,嘉義縣
新寶珍餅店,嘉義縣
老福仔蒜頭餅,嘉義縣
大眾餐廳,嘉義縣
錢源日式涮涮鍋,嘉義縣
北歐工坊複合式餐廳,嘉義縣
上品火鍋,嘉義縣
李媽媽早餐店,嘉義縣
肉圓賜,嘉義縣
永豐春捲冰果室,嘉義縣
福州意麵專賣店,嘉義縣
顧家麻花工作坊,嘉義縣
虎兒油飯,嘉義縣
朴子車站黑白切,嘉義縣
首塢爾 韓式料理,嘉義縣
麻糬棟,嘉義縣
和樂食堂,嘉義縣
冷研食驗室,嘉義縣
迷鹿時尚休閒餐飲,嘉義縣
龍彬海鮮餐廳,嘉義縣
豆花老店 風味依舊,嘉義縣
停看吃蚵仔包 留住饕客心,嘉義縣
豆菜麵 好吃不貴,嘉義縣
布袋漁市　新鮮蚵仔煎叫讚,嘉義縣
阿惠蚵仔煎 風味獨特,嘉義縣
周魚土魠魚羹 三代祖傳 新鮮不變,嘉義縣
英賓海產餐廳,嘉義縣
翁氏魚捲,嘉義縣
侯家滷味,屏東縣
紅目有滷味茶坊,屏東縣
北平孔家小館(屏東店),屏東縣
鄭媽媽手工牛軋糖,屏東縣
橘色混搭料理餐廳,屏東縣
冷凍蒲燒鰻魚禮盒,屏東縣
大力蔘牛蒡精華素,屏東縣
進來涼冰店,屏東縣
種子咖啡─屏東德文咖啡禮盒,屏東縣
鵝媽媽鵝肉專賣店,屏東縣
乳酪先生,屏東縣
六堆客家米食徐粄家,屏東縣
潮州燒冷冰,屏東縣
心之和烘焙屋,屏東縣
冷凍燒烤雞翅,屏東縣
海鴻飯店,屏東縣
豆趣養生禮盒,屏東縣
大人物萬巒豬腳大王,屏東縣
趙壽山餛飩豬腳店(里港店),屏東縣
薰之園香草休閒農場,屏東縣
阿河軟骨魚專賣店,屏東縣
櫻花蝦杏仁薄煎餅,屏東縣
屏東之旅伴手禮,屏東縣
海苔櫻花蝦,屏東縣
四季平安禮,屏東縣
佳珍餐廳,屏東縣
益茂海鮮餐廳,屏東縣
仁字號櫻花蝦,屏東縣
東昇餐廳,屏東縣
阿仁海產店,屏東縣
可利屋食坊,屏東縣
鴻旗稻鴨有機米,屏東縣
菜寮豆花食品專賣店,屏東縣
老阿嬤的餐廳,屏東縣
蜻蜓雅築─唯一餐廳,屏東縣
神山愛玉,屏東縣
阿對麵店,屏東縣
和美商行,屏東縣
鄭記香腸,屏東縣
達欣餐廳,屏東縣
阮家茶坊天空餐廳,屏東縣
日月牛肉麵,屏東縣
阿義活海鮮(林邊店),屏東縣
永興海鮮飯店,屏東縣
義香食品加工廠-芝麻醬包,屏東縣
鴻軒釀酒工作室-春日小米釀,屏東縣
大武英豪商務會館,屏東縣
真好味海鮮餐廳,屏東縣
正黃家綠豆蒜,屏東縣
新興山藥餐廳,屏東縣
潘氏農場,屏東縣
大山羊肉爐餐廳,屏東縣
玉珍香餅店,屏東縣
柯記古早味綠豆饌,屏東縣
元氣山海產餐廳,屏東縣
小杜包子,屏東縣
輝哥生魚片,屏東縣
阿利海鮮,屏東縣
海饌活海鮮餐廳,屏東縣
曼波泰式餐廳,屏東縣
弄海泰緬式庭園餐廳,屏東縣
迪迪小吃,屏東縣
老婆的私房菜,屏東縣
芭東音樂餐廳,屏東縣
凡伊斯山野菜館,屏東縣
喜樂美食館,屏東縣
熊家萬巒豬腳大王,屏東縣
林家豬腳,屏東縣
自然風生態主題餐廳,屏東縣
大將日本料理,屏東縣
新園牛肉爐,屏東縣
又一村,屏東縣
黎記冰糖醬鴨,屏東縣
任家涼麵(創始店),屏東縣
正筠小籠湯包,屏東縣
新享天風味家常菜,屏東縣
陳家蜂蜜,屏東縣
阿榮坊海鮮,屏東縣
國珍平價海鮮城,屏東縣
阿龍好味海鮮屋,屏東縣
東隆堂龜苓膏,屏東縣
好彩頭海鮮餐廳,屏東縣
慶祥食品有限公司,屏東縣
丸葉企業社(丸葉旗魚鬆),台東縣
和記地瓜酥(中正店),台東縣
關山永全花生酥,台東縣
陳記麻糬,台東縣
蕃薯伯楊記家傳地瓜酥專賣店,台東縣
大巴六九藥用植物園,台東縣
山豬園牧場－果子狸咖啡／竹香咖啡,台東縣
臺東縣池上鄉農會,台東縣
初鹿有機咖啡園,台東縣
陳家麻糬商行,台東縣
Masaru工作室,台東縣
凱應原住民工作坊,台東縣
九鳥陶燒工作坊,台東縣
芭伊工坊,台東縣
好的擺,台東縣
卡塔文化工作室 (台東糖廠／這裡R 原味工藝聚落),台東縣
一粒工作室,台東縣
瑪法琉工作室,台東縣
部落美男子vangsaran,台東縣
鐵花村音樂聚落慢市集,台東縣
台東2626農村市集,台東縣
皮揚工坊,台東縣
阿美釋迦宗和食品,台東縣
山海關名產店,台東縣
金峰鄉新興部落協會農特產,台東縣
新峰茶園,台東縣
比亞的草屋琉璃珠工坊,台東縣
奧林文化工作室,台東縣
原愛工坊,台東縣
法拉撒工坊,台東縣
櫻谷服飾坊,台東縣
三和油業,台東縣
東海貝殼藝品專賣店,台東縣
建發小客車租賃有限公司,台東縣
香味牛肉麵店,台東縣
大馬力森林探險基地,台東縣
東聖車業(和成機車行)-機車出租-台東池上旅遊,台東縣
直航租車台東店,台東縣
向陽薪傳木工坊,台東縣
撒巴里(SAPARI)文化工藝室,台東縣
卡茲達斯文化藝術工作室,台東縣
達尼芙工坊,台東縣
阿水工房,台東縣
臺東縣農會 東遊季農特產品展售中心,台東縣
池上鄉農會-展售中心,台東縣
關山鎮農會-米國學校,台東縣
鹿野地區農會,台東縣
清亮生態農場,台東縣
肯杜爾高山咖啡,台東縣
鴻鼎記肉紙專賣店,台東縣
佳芳有機茶園,台東縣
東傑茶園,台東縣
大峰茶園,台東縣
林旺製茶廠,台東縣
連記茶莊/客棧,台東縣
5兄妹無毒農莊,台東縣
鹿嵿記休閒茶莊,台東縣
新元昌紅茶產業文化館,台東縣
蜂之饗宴,台東縣
親山農園,台東縣
南島秧滿田,台東縣
英惠原藝工作坊,台東縣
自然食尚-養生舒芙蕾蒸蛋糕 - 松子紅藜芝麻酥糖,台東縣
關山小鎮市集,台東縣
山野屋日式年輪蛋糕,台東縣
連城記地瓜酥,台東縣
巧味金號,台東縣
大慶柴魚食品,台東縣
火車頭釋迦,台東縣
青澤伴手禮琪瑪酥-正氣一店,台東縣
饗嚮台東,台東縣
東宇電信,台東縣
務本堂養身spa會館,台東縣
翠蝶園,台東縣
The Garage 台東糖廠。庫空間,台東縣
京亞農創市集,台東縣
金葉銀樓,台東縣
靜廬B&B,花蓮縣
掃叭頂景觀民宿,花蓮縣
長聖吉林茶園,花蓮縣
海光茶行,花蓮縣
吉蒸牧場,花蓮縣
ㄚ布廚房,花蓮縣
虎爺溫泉,花蓮縣
吉祥庭園溫泉,花蓮縣
鍾家臘肉客家美食館,花蓮縣
臺富便當,花蓮縣
東裕飲食店,花蓮縣
莎莉經典美食餐廳,花蓮縣
常春藤素食餐廳,花蓮縣
鯉魚潭小吃店,花蓮縣
府前食坊,花蓮縣
花蓮皇辣醬?謝教練辣椒醬,花蓮縣
美崙紅茶,花蓮縣
Biolove百艾重乳酪蛋糕,花蓮縣
提拉米蘇精緻蛋糕,花蓮縣
曾記麻糬股份有限公司,花蓮縣
花蓮那魯灣旅店,花蓮縣
麵包叔叔烘焙屋三民店,花蓮縣
蒂樂義式奶酪小鋪,花蓮縣
喜品家乳酪蛋糕,花蓮縣
漫譜樂事咖啡館,花蓮縣
花蓮縣餅-菩提餅舖,花蓮縣
鶴岡紅茶舖,花蓮縣
魚豐日式小吃,花蓮縣
惠比須餅舖-百年花蓮薯創始店,花蓮縣
洋基牧場,花蓮縣
紐約客牛排館,花蓮縣
大方花園小木屋民宿,花蓮縣
保證責任花蓮縣龍鳳甲良質稻米運銷合作社,花蓮縣
曾和記(真好記)小米麻糬,花蓮縣
吉野食堂,花蓮縣
陳家小館,花蓮縣
派出所前麵,花蓮縣
後山一口甘蔗專賣店,花蓮縣
關愛養生農園,花蓮縣
歸園田居,花蓮縣
怡園渡假村,花蓮縣
李記廣東粥,花蓮縣
公正包子,花蓮縣
陳記狀元粥,花蓮縣
液香扁食,花蓮縣
一品香扁食,花蓮縣
花蓮香扁食,花蓮縣
廟后碗粿,花蓮縣
田村壽司,花蓮縣
賴桑壽司屋,花蓮縣
湘壽司屋,花蓮縣
邊城茶舖,花蓮縣
伊江滇緬料理,花蓮縣
暹羅泰食,花蓮縣
九九美式簡餐咖啡廳,花蓮縣
Frankie's Dog,花蓮縣
Country Mother's,花蓮縣
牛奶與蜜義大利麵,花蓮縣
夏日時光Summer Time,花蓮縣
托斯卡義式廚房,花蓮縣
Good Day義大利麵坊,花蓮縣
銘師父餐廳,花蓮縣
竹陽海鮮餐廳,花蓮縣
炒天下,花蓮縣
多桑,花蓮縣
石庭客家小館,花蓮縣
闔家歡南北餚餐館,花蓮縣
老邵餐館,花蓮縣
麥根香飲食店,花蓮縣
阿姑的店,花蓮縣
百兆園,花蓮縣
起司蛋糕創意的人,花蓮縣
中一豆花,花蓮縣
蔡記豆花,花蓮縣
甜在心糖水舖,花蓮縣
一心泡泡冰,花蓮縣
五霸焦糖包心粉圓,花蓮縣
芋園屋,花蓮縣
廟口紅茶,花蓮縣
向陽山茶鋪,花蓮縣
櫻の田野養生館,花蓮縣
達基力部落屋,花蓮縣
佳興冰菓店,花蓮縣
七海灣海景餐廳,花蓮縣
樹屋風味餐廳,花蓮縣
豐春冰菓店,花蓮縣
芳草古樹,花蓮縣
月廬,花蓮縣
林田山豬腳,花蓮縣
吉農冰城,花蓮縣
陶甕百合春天,花蓮縣
055海鮮專賣店,花蓮縣
明新冰菓室,花蓮縣
光復糖廠,花蓮縣
周家蒸餃,花蓮縣
一碗小麵食館,花蓮縣
芝麻開門日式洋食堂,花蓮縣
自強夜市,花蓮縣
煙波大飯店花蓮館,花蓮縣
微風星情民宿,花蓮縣
椿山日本料理,花蓮縣
聯通旅遊,花蓮縣
太魯閣峽林咖啡農莊民宿,花蓮縣
星爺肉骨茶餐廳,花蓮縣
花蓮Joe香腸,花蓮縣
淳香美食(花蓮Joe香腸),花蓮縣
宜味食館,花蓮縣
花蓮七星潭?旭日會館,花蓮縣
青葉小館,花蓮縣
秘密海咖啡,花蓮縣
kkk,花蓮縣
禾園悅舍民宿,花蓮縣
圖圖席克斯,花蓮縣
陽光電城咖啡館,花蓮縣
大溪地咖啡、義式料理,花蓮縣
花蓮港1-1倉庫美術館/維納斯藝廊,花蓮縣
山食小館,花蓮縣
郭榮市手工煙燻火腿,花蓮縣
春秋大飯店,花蓮縣
春田壽司屋,花蓮縣
他口墨西哥餐廳Dos Tacos Mexican Restaurant,花蓮縣
海風美食館,花蓮縣
佟芫食坊,花蓮縣
力麗哲園花蓮館,花蓮縣
旅人的家,花蓮縣
老東家皮革民宿,花蓮縣
吉野精棧-Loft風格民宿,花蓮縣
湘宜燒鴨快餐,花蓮縣
福容大飯店 花蓮,花蓮縣
向日廣場,花蓮縣
